date,E_Sagebrush,E_Saltdesert,W_Subalpine,W_Montana,W_Pinyon,W_Sagebrush
2019-05-01 08:10:00,8.07,4.012,6.108,5.353,2.567,6.48
2019-05-01 08:20:00,5.546,1.87,6.154,7.663,2.605,6.011
2019-05-01 08:30:00,2.112,3.744,6.1,6.91,3.376,4.949
2019-05-01 08:40:00,6.126,2.271,5.102,6.793,2.353,7.532
2019-05-01 08:50:00,8.05,5.415,5.9,7.312,1.706,5.45
2019-05-01 09:00:00,9.51,6.018,6.071,7.205,3.115,1.567
2019-05-01 09:10:00,7.935,7.076,5.893,6.475,2.71,0.981
2019-05-01 09:20:00,7.063,5.915,6.009,6.189,3.567,2.288
2019-05-01 09:30:00,9.5,2.794,5.096,5.722,2.538,2.402
2019-05-01 09:40:00,10.55,1.868,4.53,4.327,2.571,2.884
2019-05-01 09:50:00,9.38,2.379,5.008,3.065,0.642,3.791
2019-05-01 10:00:00,5.249,3.843,5.18,3.676,1.117,2.798
2019-05-01 10:10:00,4.698,6.218,5.733,4.456,1.032,6.352
2019-05-01 10:20:00,3.374,4.703,5.579,5.725,1.909,6.873
2019-05-01 10:30:00,6.199,3.006,5.368,5.843,2.7,6.197
2019-05-01 10:40:00,9.43,3.103,4.851,5.138,0.889,5.37
2019-05-01 10:50:00,9.58,4.317,4.668,4.171,0.976,4.775
2019-05-01 11:00:00,7.892,2.521,5.824,2.407,2.024,1.183
2019-05-01 11:10:00,8.78,7.968,5.458,2.617,2.971,0.896
2019-05-01 11:20:00,8.42,10.46,5.896,3.82,0.974,2.637
2019-05-01 11:30:00,6.805,9.13,5.439,5.022,0.646,0.926
2019-05-01 11:40:00,7.662,6.424,5.066,4.673,0.1,0.62
2019-05-01 11:50:00,8.98,4.172,5.426,4.315,1.516,0.915
2019-05-01 12:00:00,9.73,5.378,5.334,3.913,2.623,1.763
2019-05-01 12:10:00,8.49,6.816,5.509,4.467,3.18,3.982
2019-05-01 12:20:00,10.63,6.649,5.488,4.297,1.462,5.166
2019-05-01 12:30:00,9.79,6.309,5.543,3.595,1.262,3.683
2019-05-01 12:40:00,10.57,7.747,5.651,2.723,1.172,3.045
2019-05-01 12:50:00,9.42,8.88,6.038,2.158,0.843,2.565
2019-05-01 13:00:00,9.19,7.362,5.666,2.503,1.843,0.964
2019-05-01 13:10:00,9.99,6.856,5.384,3.238,2.155,0.018
2019-05-01 13:20:00,9.36,7.776,5.177,2.237,1.157,0.076
2019-05-01 13:30:00,9.62,4.496,5.587,3.967,0.21,0.693
2019-05-01 13:40:00,7.716,0.892,4.752,3.473,2.805,0.731
2019-05-01 13:50:00,7.381,0.493,4.454,4.205,2.546,0.0
2019-05-01 14:00:00,5.962,2.537,5.341,5.865,2.323,0.08
2019-05-01 14:10:00,3.945,3.375,4.62,4.38,2.524,1.802
2019-05-01 14:20:00,2.897,2.767,4.327,5.416,0.667,2.731
2019-05-01 14:30:00,5.209,1.308,5.111,5.554,1.02,3.471
2019-05-01 14:40:00,4.266,0.209,4.313,3.965,1.051,3.534
2019-05-01 14:50:00,5.717,1.553,3.618,2.234,0.256,3.643
2019-05-01 15:00:00,4.844,1.971,3.279,1.09,0.444,5.03
2019-05-01 15:10:00,2.691,2.01,5.059,1.182,1.283,5.228
2019-05-01 15:20:00,3.509,0.888,5.512,2.271,0.473,4.099
2019-05-01 15:30:00,4.515,0.537,5.763,1.897,1.568,3.919
2019-05-01 15:40:00,4.593,0.797,6.365,2.032,1.448,3.154
2019-05-01 15:50:00,5.956,2.278,5.88,2.591,0.917,3.334
2019-05-01 16:00:00,4.609,2.898,5.808,1.88,2.275,3.895
2019-05-01 16:10:00,4.458,3.185,5.15,1.999,3.096,4.436
2019-05-01 16:20:00,5.88,2.014,4.846,1.681,2.543,5.235
2019-05-01 16:30:00,6.59,3.415,4.471,1.467,4.363,4.134
2019-05-01 16:40:00,5.866,2.734,4.231,1.572,2.785,3.992
2019-05-01 16:50:00,5.888,4.979,4.475,1.988,3.314,2.144
2019-05-01 17:00:00,6.252,6.096,3.827,1.373,3.178,3.323
2019-05-01 17:10:00,5.978,2.87,2.936,1.875,3.65,2.893
2019-05-01 17:20:00,5.827,5.053,3.593,2.053,2.67,4.354
2019-05-01 17:30:00,6.202,7.008,2.641,2.37,4.193,2.138
2019-05-01 17:40:00,6.603,4.635,2.654,2.323,2.973,5.627
2019-05-01 17:50:00,6.384,6.934,3.044,1.838,3.424,3.577
2019-05-01 18:00:00,5.776,5.683,3.574,1.839,3.56,4.629
2019-05-01 18:10:00,2.723,7.984,3.173,1.384,2.281,6.046
2019-05-01 18:20:00,6.479,6.25,3.956,2.487,3.536,4.806
2019-05-01 18:30:00,4.2,8.15,3.262,2.449,2.309,3.989
2019-05-01 18:40:00,6.38,8.96,2.78,2.183,2.235,2.454
2019-05-01 18:50:00,6.899,4.638,3.387,1.801,5.571,3.659
2019-05-01 19:00:00,7.589,5.574,2.367,0.91,3.76,5.934
2019-05-01 19:10:00,6.882,4.497,2.017,2.546,4.175,5.885
2019-05-01 19:20:00,6.022,6.258,2.615,0.552,3.252,5.046
2019-05-01 19:30:00,5.404,4.418,1.542,1.488,3.328,3.957
2019-05-01 19:40:00,6.073,9.04,1.448,2.538,2.371,3.455
2019-05-01 19:50:00,8.01,7.361,2.134,1.991,4.511,5.492
2019-05-01 20:00:00,5.96,5.881,3.142,1.682,4.831,6.466
2019-05-01 20:10:00,8.98,5.942,3.766,3.039,4.638,5.32
2019-05-01 20:20:00,6.056,6.576,4.517,1.547,4.339,5.483
2019-05-01 20:30:00,5.133,5.782,1.628,1.189,4.244,5.043
2019-05-01 20:40:00,8.58,4.032,2.287,1.444,2.695,4.277
2019-05-01 20:50:00,9.16,8.86,2.447,2.549,4.296,3.109
2019-05-01 21:00:00,6.41,10.34,3.92,2.201,2.695,3.627
2019-05-01 21:10:00,3.995,6.545,3.506,1.23,3.22,6.103
2019-05-01 21:20:00,6.942,3.204,3.416,1.286,2.828,4.558
2019-05-01 21:30:00,8.48,5.837,2.797,3.053,2.301,3.468
2019-05-01 21:40:00,7.253,8.34,3.219,1.994,4.74,5.853
2019-05-01 21:50:00,6.526,8.33,2.94,1.578,4.807,5.146
2019-05-01 22:00:00,7.387,6.955,3.414,2.041,2.709,4.033
2019-05-01 22:10:00,7.655,7.731,4.223,2.465,5.768,4.93
2019-05-01 22:20:00,7.594,9.04,3.535,3.052,5.443,8.26
2019-05-01 22:30:00,5.215,4.152,3.364,2.905,8.85,4.553
2019-05-01 22:40:00,6.769,10.34,4.373,4.247,8.3,3.945
2019-05-01 22:50:00,5.308,7.122,2.902,4.496,6.674,4.557
2019-05-01 23:00:00,5.591,3.893,3.997,5.681,5.484,6.623
2019-05-01 23:10:00,7.654,2.542,3.336,3.99,7.085,4.296
2019-05-01 23:20:00,4.96,6.423,3.368,4.346,5.207,6.884
2019-05-01 23:30:00,7.321,4.945,5.203,3.791,6.648,5.727
2019-05-01 23:40:00,6.886,5.693,3.701,5.823,8.02,3.709
2019-05-01 23:50:00,6.775,4.279,4.65,3.704,7.018,5.679
2019-05-02 00:00:00,5.131,5.079,4.642,4.148,4.705,5.354
,,,,,,
